averageRating,vote_average,numVotes,vote_count,budget,revenue,runtime,genres,original_language,title,release_year
7.7,7.387,665634,10432,25000000,226830568,94,"Action, Thriller",en,Taken,2008.0
6.1,6.548,374607,10431,170000000,1310466296,129,"Action, Adventure, Science Fiction, Thriller",en,Jurassic World: Fallen Kingdom,2018.0
8.1,7.842,907790,10390,15000000,47010480,117,"Comedy, Crime",en,The Big Lebowski,1998.0
7.6,7.306,507382,10321,170000000,710644566,130,"Science Fiction, Action, Drama, Thriller",en,Dawn of the Planet of the Apes,2014.0
8.1,8.312,629407,10311,16400000,235860116,128,Drama,en,Dead Poets Society,1989.0
6.5,6.876,327957,10203,200000000,654855901,134,"Fantasy, Adventure, Family",en,Fantastic Beasts: The Crimes of Grindelwald,2018.0
8.2,7.775,1017515,10202,28000000,140767956,131,"Action, Thriller",en,Die Hard,1988.0
6.4,6.83,354503,10172,90000000,334901337,129,"Crime, Thriller, Action, Mystery",en,Now You See Me 2,2016.0
7.8,7.412,729507,10140,18000000,476684675,103,"Comedy, Family",en,Home Alone,1990.0
7.2,7.039,663715,10128,150000000,738599701,138,"Adventure, Action, Thriller, Science Fiction",en,The Matrix Reloaded,2003.0
6.9,6.892,471177,10103,75000000,542063846,86,"Family, Animation, Adventure, Comedy",en,Madagascar,2005.0
7.7,7.86,504332,10069,15000000,123726688,123,"Drama, Romance",en,The Theory of Everything,2014.0
7.8,7.703,656228,10032,8500000,50300000,118,"Crime, Drama, Thriller",en,Nightcrawler,2014.0
7.0,6.817,435860,10021,160000000,788680968,131,"Action, Thriller, Crime",en,Fast & Furious 6,2013.0
7.0,6.618,581022,10015,120000000,286168572,124,"Action, Science Fiction, Adventure, Mystery",en,Oblivion,2013.0
6.8,6.706,463684,10010,80000000,484592874,101,"Fantasy, Comedy",en,Bruce Almighty,2003.0
8.1,7.994,853912,10003,33000000,269958228,116,Drama,en,Gran Torino,2008.0
7.1,7.238,435030,9988,190000000,1515341399,137,"Action, Thriller, Crime",en,Furious 7,2015.0
6.4,6.395,279979,9969,74000000,1156730962,91,"Family, Animation, Adventure, Comedy",en,Minions,2015.0
8.0,7.543,734014,9959,150000000,599045960,144,"Adventure, Action, Thriller",en,Casino Royale,2006.0
7.6,7.53,537815,9947,90000000,263920180,126,"Adventure, Fantasy, Action, Thriller, Science Fiction",en,The Fifth Element,1997.0
8.0,7.734,904622,9916,15000000,378410542,120,"Drama, Romance",en,Slumdog Millionaire,2008.0
7.2,7.0,418493,9903,200000000,743559607,104,"Animation, Family",en,Monsters University,2013.0
7.4,7.186,640315,9900,27000000,161849455,105,"Thriller, Mystery, Science Fiction",en,Limitless,2011.0
6.8,6.533,489946,9893,245000000,880674609,148,"Action, Adventure, Thriller",en,Spectre,2015.0
7.9,7.8,585142,9844,13000000,33400000,103,Drama,en,The Perks of Being a Wallflower,2012.0
8.2,7.757,740141,9839,19000000,83258226,118,"Fantasy, Drama, War",es,Pan's Labyrinth,2006.0
7.1,7.239,406851,9833,65000000,262821940,104,"Adventure, Fantasy, Family",en,Jumanji,1995.0
7.5,7.654,583222,9830,460000000,2320250281,192,"Science Fiction, Adventure, Action",en,Avatar: The Way of Water,2022.0
6.9,7.126,452981,9808,180000000,745013115,143,"Adventure, Family, Fantasy",en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0
6.5,6.254,562941,9797,150000000,373062864,107,"Adventure, Action, Thriller, Science Fiction",en,X-Men Origins: Wolverine,2009.0
7.6,7.4,816598,9797,7000000,34266564,102,"Thriller, Drama, Crime",en,American Psycho,2000.0
6.5,6.468,569648,9789,80000000,586764305,102,Comedy,en,The Hangover Part II,2011.0
7.4,7.13,498618,9742,125000000,334615000,129,"Adventure, Action, Crime, Mystery",en,Sherlock Holmes: A Game of Shadows,2011.0
6.6,6.887,270625,9719,250000000,1236005118,136,"Action, Crime, Thriller",en,The Fate of the Furious,2017.0
7.4,7.447,471442,9711,55000000,326709727,131,"Action, Thriller, Crime",en,John Wick: Chapter 3 - Parabellum,2019.0
6.7,6.514,369965,9696,185000000,566652812,118,"Action, Adventure, Fantasy",en,Kong: Skull Island,2017.0
7.5,7.465,513042,9679,40000000,244527583,119,"Adventure, Comedy, Science Fiction",en,Back to the Future Part III,1990.0
6.8,6.51,407688,9675,225000000,624026776,106,"Action, Comedy, Science Fiction",en,Men in Black 3,2012.0
6.3,6.7,301695,9669,61000000,312296056,131,"Science Fiction, Action, Thriller, Adventure",en,Maze Runner: The Scorch Trials,2015.0
8.2,8.136,841002,9665,30000000,46357676,117,"Drama, War",en,Full Metal Jacket,1987.0
6.1,7.0,279673,9654,75000000,205372791,108,"Action, Crime",en,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020.0
7.2,6.878,636703,9650,42000000,201585328,109,"Action, Comedy, Crime",en,21 Jump Street,2012.0
8.6,8.42,1144933,9650,3000000,108981275,133,Drama,en,One Flew Over the Cuckoo's Nest,1975.0
7.4,6.877,624466,9606,30000000,47042000,118,"Action, Thriller, Science Fiction",en,Looper,2012.0
8.5,8.195,1222840,9604,6000000,23341568,106,"Drama, Crime, Thriller",en,The Usual Suspects,1995.0
7.7,7.5,658915,9597,65000000,84785914,157,"Crime, Drama, Mystery, Thriller",en,Zodiac,2007.0
6.5,6.677,583904,9576,110000000,487287646,120,"Action, Comedy, Drama, Thriller",en,Mr. & Mrs. Smith,2005.0
6.7,6.972,396164,9560,104000000,410902662,141,"Action, Adventure, Comedy",en,Kingsman: The Golden Circle,2017.0
8.1,7.659,726216,9541,7000000,470653000,124,"Horror, Thriller, Adventure",en,Jaws,1975.0
6.5,6.6,403280,9538,110000000,574480841,108,"Action, Adventure, Comedy, Family, Fantasy",en,Night at the Museum,2006.0
6.2,6.361,268732,9494,110000000,297002527,119,"Action, Adventure, Science Fiction, Thriller",en,Insurgent,2015.0
8.2,7.851,1042822,9475,58000000,316800000,135,"Drama, Romance",en,A Beautiful Mind,2001.0
8.0,8.15,438413,9473,150000000,136384442,101,"Animation, Family, Comedy, Fantasy, Drama",en,Soul,2020.0
6.9,7.114,310653,9441,183000000,1054304000,127,"Adventure, Fantasy, Romance, Family",en,Aladdin,2019.0
8.0,7.789,1012243,9420,165000000,402027830,155,"Science Fiction, Adventure",en,Dune,2021.0
8.1,8.081,597598,9418,15000000,160192031,115,"Crime, Drama",en,"Three Billboards Outside Ebbing, Missouri",2017.0
7.4,7.029,606383,9417,110000000,407711549,133,"Adventure, Action, Science Fiction",en,X2,2003.0
7.0,6.937,462349,9401,23000000,351583407,101,"Romance, Comedy, Crime, Fantasy",en,The Mask,1994.0
6.7,6.822,205842,9401,110000000,296482446,127,"Fantasy, Adventure",en,Miss Peregrine's Home for Peculiar Children,2016.0
7.3,7.146,607512,9376,175000000,497409852,163,"Adventure, History, War, Action",en,Troy,2004.0
7.6,7.272,607968,9359,7500000,60781545,95,"Comedy, Drama, Romance",en,(500) Days of Summer,2009.0
8.3,7.932,1149669,9347,72000000,213216216,177,"Action, Drama, History, War",en,Braveheart,1995.0
6.8,7.1,288600,9325,260000000,1663075401,118,"Adventure, Drama, Family",en,The Lion King,2019.0
7.9,7.432,635205,9314,150000000,385680446,127,"Science Fiction, Action, Adventure",en,Star Trek,2009.0
8.2,7.847,854980,9301,48000000,474171806,127,"Adventure, Action",en,Indiana Jones and the Last Crusade,1989.0
6.6,7.303,469097,9298,200000000,379751131,134,"Action, Adventure, Science Fiction",en,Black Widow,2021.0
8.5,8.437,776545,9272,806947,32000000,109,"Horror, Drama, Thriller",en,Psycho,1960.0
8.0,7.734,501014,9256,25000000,424967620,84,"Romance, Family, Animation, Fantasy",en,Beauty and the Beast,1991.0
6.5,6.706,317638,9243,55000000,352794081,114,"Mystery, Drama, Crime",en,Murder on the Orient Express,2017.0
6.2,6.359,426916,9234,140000000,445135288,88,"Action, Adventure, Comedy, Science Fiction",en,Men in Black II,2002.0
7.4,7.069,560570,9215,145000000,694713380,133,"Action, Thriller, Adventure",en,Mission: Impossible - Ghost Protocol,2011.0
6.8,6.965,450187,9207,38000000,207283925,106,"Action, Crime, Thriller",en,The Fast and the Furious,2001.0
5.9,6.833,298027,9182,110000000,506863592,97,"Science Fiction, Action, Adventure",en,Venom: Let There Be Carnage,2021.0
8.3,8.027,961516,9165,4500000,7390108,102,"Crime, Drama",en,Requiem for a Dream,2000.0
8.0,7.9,609806,9159,55000000,307077295,117,Drama,en,The Pursuit of Happyness,2006.0
6.7,6.71,570136,9118,150000000,424988211,129,"Adventure, Action, Thriller, Science Fiction",en,The Matrix Revolutions,2003.0
7.6,7.5,307786,9093,175000000,1073394593,100,"Family, Adventure, Animation, Comedy, Fantasy",en,Toy Story 4,2019.0
6.8,6.688,314187,9085,80000000,660998756,91,"Animation, Family, Comedy, Adventure",en,Ice Age: The Meltdown,2006.0
6.3,7.661,263216,9080,200000000,470116094,114,"Action, Science Fiction, Thriller",en,Godzilla vs. Kong,2021.0
6.8,7.272,214624,9060,150000000,1450026933,103,"Family, Animation, Adventure, Comedy, Fantasy",en,Frozen II,2019.0
6.3,6.365,532899,9047,250000000,1074144248,142,"Adventure, Action, Science Fiction",en,Star Wars: The Rise of Skywalker,2019.0
8.0,7.81,690688,9026,15000000,56255142,148,"Adventure, Drama",en,Into the Wild,2007.0
8.1,8.0,762237,9017,4000000,16491080,94,"Drama, Crime",en,Trainspotting,1996.0
6.6,6.406,567601,8988,210000000,459359555,104,"Adventure, Action, Science Fiction, Thriller",en,X-Men: The Last Stand,2006.0
6.7,6.396,519529,8967,120000000,415440673,126,"Action, Science Fiction, Adventure, Fantasy",en,The Wolverine,2013.0
7.8,8.058,283537,8958,25000000,235956898,127,"Drama, History",en,Hidden Figures,2016.0
6.4,6.345,534680,8953,150000000,629443428,92,"Fantasy, Action",en,Hancock,2008.0
7.8,7.673,395160,8929,145000000,621537519,102,"Fantasy, Action, Adventure, Animation, Comedy, Family",en,How to Train Your Dragon 2,2014.0
7.7,7.915,341018,8920,90000000,304320254,88,"Animation, Family, Adventure",en,Mulan,1998.0
7.1,6.902,415703,8905,39200000,86758912,127,"Action, Science Fiction, Drama",ko,Snowpiercer,2013.0
6.5,7.345,188519,8901,85000000,319715683,99,"Action, Science Fiction, Comedy, Family",en,Sonic the Hedgehog,2020.0
7.0,6.868,639690,8884,75000000,817400891,145,"Action, Adventure, Science Fiction",en,Independence Day,1996.0
8.1,7.958,758966,8874,30000000,216763646,132,Drama,en,Million Dollar Baby,2004.0
7.5,7.908,340780,8844,84000000,432844677,105,Drama,en,The Greatest Showman,2017.0
7.0,7.034,409016,8840,80000000,366080049,132,"Action, Comedy, Fantasy",en,Shazam!,2019.0
5.7,5.775,370510,8765,100000000,333535934,106,"Action, Adventure, Fantasy, Science Fiction",en,Fantastic Four,2005.0
8.4,7.933,831652,8758,18500000,183316455,137,"Action, Thriller, Science Fiction",en,Aliens,1986.0
7.3,7.191,670453,8744,205000000,365304105,150,"Action, Thriller, Science Fiction",en,Tenet,2020.0
7.9,8.042,480544,8724,14000000,82468705,108,"Comedy, War, Drama",en,Jojo Rabbit,2019.0
7.9,7.423,746121,8721,30000000,210819611,112,Science Fiction,en,District 9,2009.0
8.2,8.402,501971,8720,24000000,236049757,119,"Fantasy, Animation, Adventure",ja,Howl's Moving Castle,2004.0
8.1,8.033,476022,8684,13000000,35401758,118,"Drama, Thriller",en,Room,2015.0
6.9,6.705,447892,8671,18000000,358994850,120,"Comedy, Family, Adventure",en,Home Alone 2: Lost in New York,1992.0
6.6,6.721,481039,8646,125000000,767820459,149,"Thriller, Mystery",en,The Da Vinci Code,2006.0
7.8,7.463,606518,8618,60000000,214034224,119,"Action, Drama, Mystery, Thriller",en,The Bourne Identity,2002.0
4.8,6.003,317985,8614,50000000,709827462,131,"Adventure, Fantasy, Drama, Romance",en,The Twilight Saga: New Moon,2009.0
7.2,7.63,291454,8611,50000000,253000000,102,"Animation, Comedy, Family, Fantasy",en,Encanto,2021.0
7.3,7.134,463855,8607,75000000,248118121,106,"Thriller, Drama, Mystery",en,Unbreakable,2000.0
7.7,7.328,507998,8589,190000000,467365246,132,"Action, Adventure, Science Fiction",en,Star Trek Into Darkness,2013.0
7.8,7.705,908244,8584,185000000,770945583,177,"Crime, Mystery, Thriller",en,The Batman,2022.0
5.2,6.138,101031,8541,85000000,346147658,107,"Action, Adventure, Crime",en,xXx: Return of Xander Cage,2017.0
7.2,6.969,333771,8541,120000000,363258859,95,"Adventure, Animation, Comedy, Family",en,A Bug's Life,1998.0
7.3,8.055,290774,8507,200000000,233503234,134,"Comedy, Crime",en,Cruella,2021.0
7.5,7.294,562345,8505,28000000,333000000,118,"Adventure, Action",en,Indiana Jones and the Temple of Doom,1984.0
7.6,7.333,606565,8485,130000000,185258983,163,"Action, Mystery, Science Fiction",en,Watchmen,2009.0
7.9,7.841,407307,8484,24000000,75634409,76,"Fantasy, Animation, Family",en,The Nightmare Before Christmas,1993.0
7.3,7.589,479680,8481,150000000,432243292,132,"Action, Adventure, Fantasy",en,Shang-Chi and the Legend of the Ten Rings,2021.0
7.3,7.219,319857,8450,170000000,404980543,122,"Action, Science Fiction, Adventure",en,Alita: Battle Angel,2019.0
6.4,6.289,460453,8360,160000000,529076069,123,"Action, Drama, Science Fiction",en,Godzilla,2014.0
5.6,6.468,278657,8352,120000000,829747654,115,"Adventure, Fantasy, Drama, Romance",en,The Twilight Saga: Breaking Dawn - Part 2,2012.0
8.5,8.382,997681,8351,35000000,120072577,150,"Drama, War",en,The Pianist,2002.0
7.1,6.906,493861,8327,80000000,415885488,124,"Adventure, Action, Fantasy",en,The Mummy,1999.0
7.6,7.4,503049,8327,1200000,103911669,103,"Horror, Mystery, Crime",en,Saw,2004.0
7.8,7.344,529342,8320,28000000,133346506,131,"Comedy, Drama",en,The Big Short,2015.0
6.1,6.287,355866,8318,160000000,813367380,93,"Fantasy, Adventure, Animation, Comedy, Family",en,Shrek the Third,2007.0
8.2,7.801,965685,8309,10000000,83557872,103,"Crime, Comedy",en,Snatch,2000.0
7.0,6.814,517988,8306,37000000,269994119,110,"Comedy, Crime",en,We're the Millers,2013.0
5.0,6.201,269702,8228,110000000,712171856,117,"Adventure, Fantasy, Romance",en,The Twilight Saga: Breaking Dawn - Part 1,2011.0
5.1,6.214,277672,8226,68000000,698491347,124,"Adventure, Fantasy, Drama, Romance",en,The Twilight Saga: Eclipse,2010.0
6.6,6.499,487889,8224,115000000,286140700,109,"Science Fiction, Action, Drama, Thriller",en,Elysium,2013.0
7.4,7.527,324257,8216,40000000,118133252,77,"Romance, Fantasy, Animation",en,Corpse Bride,2005.0
7.4,7.19,441458,8182,150000000,682716636,131,"Action, Adventure",en,Mission: Impossible - Rogue Nation,2015.0
7.3,7.247,458798,8145,55000000,192330738,132,"Thriller, Action, Crime",en,The Equalizer,2014.0
8.0,7.74,728834,8145,15000000,414211549,118,"Drama, History",en,The King's Speech,2010.0
7.8,7.467,481135,8143,30000000,296187079,107,"Comedy, Fantasy",en,Ghostbusters,1984.0
5.9,6.211,357691,8097,103000000,362000072,100,Comedy,en,The Hangover Part III,2013.0
7.2,6.968,511445,8089,80000000,457731198,110,"Adventure, Action, Thriller",en,Mission: Impossible,1996.0
7.0,7.0,308080,8037,85000000,358375603,91,"Animation, Comedy, Family, Fantasy",en,Hotel Transylvania,2012.0
6.1,6.229,272728,8036,110000000,473990832,114,"Action, Drama, Thriller",en,San Andreas,2015.0
7.4,7.16,323016,8030,150000000,490719763,140,"Drama, Science Fiction, War",en,War for the Planet of the Apes,2017.0
6.5,6.854,345027,8021,79000000,473122525,169,"Horror, Fantasy",en,It Chapter Two,2019.0
6.8,6.398,388712,8014,40000000,43070915,115,"Science Fiction, Horror",en,Annihilation,2018.0
7.6,7.3,614807,8013,102000000,358372926,145,"Action, Thriller, Science Fiction, Mystery",en,Minority Report,2002.0
7.9,7.932,543304,8004,5000000,55736588,117,"Drama, History",en,Dallas Buyers Club,2013.0
6.9,7.355,534199,7991,200000000,955775804,126,"Fantasy, Action, Adventure",en,Doctor Strange in the Multiverse of Madness,2022.0
6.0,6.2,449529,7939,200000000,836303693,149,"Science Fiction, Action, Adventure",en,Transformers: Revenge of the Fallen,2009.0
6.6,6.931,313298,7932,125000000,801693929,123,"Adventure, Comedy, Fantasy",en,Jumanji: The Next Level,2019.0
7.1,7.186,477507,7931,17000000,130126277,97,Comedy,en,Mean Girls,2004.0
6.9,6.563,403942,7904,250000000,392952373,135,"Science Fiction, Adventure, Action",en,Solo: A Star Wars Story,2018.0
6.3,5.924,304801,7870,155000000,440603537,126,"Science Fiction, Action, Thriller, Adventure",en,Terminator Genisys,2015.0
5.8,6.25,257444,7870,3000000,89328627,86,"Science Fiction, Horror, Thriller",en,The Purge,2013.0
7.4,7.271,358880,7861,10000000,78966486,94,"Drama, Comedy",en,Lady Bird,2017.0
7.7,7.39,526032,7836,30000000,84872444,122,"Action, Crime, Thriller",en,Sicario,2015.0
5.3,6.478,308134,7835,200000000,169601036,151,"Action, Adventure, Fantasy",en,Wonder Woman 1984,2020.0
6.4,6.1,340493,7822,97000000,240891763,122,"Science Fiction, Horror, Mystery",en,Alien: Covenant,2017.0
6.6,6.677,300194,7793,20000000,246999039,129,"Thriller, Drama, Science Fiction",en,Glass,2019.0
8.3,8.274,704242,7790,3000000,15194593,120,"Drama, Thriller, Mystery, Action",ko,Oldboy,2003.0
7.8,7.905,425545,7781,12000000,87100449,123,"Drama, Romance, Fantasy",en,About Time,2013.0
5.3,7.137,74362,7781,14000000,69497587,106,"Romance, Drama",en,After,2019.0
6.3,6.985,258312,7780,70000000,297718711,111,"Crime, Comedy, Action",en,Ocean's Eight,2018.0
7.4,7.3,606533,7773,50000000,145079584,118,"Comedy, Drama, Romance",en,"Crazy, Stupid, Love.",2011.0
7.3,7.293,336787,7769,40000000,321834351,134,"Horror, Thriller",en,The Conjuring 2,2016.0
8.1,7.814,529498,7765,20000000,98690254,129,"Drama, History",en,Spotlight,2015.0
7.8,7.54,632784,7760,6100000,30097092,99,"Horror, Comedy",en,Shaun of the Dead,2004.0
8.8,8.473,880051,7751,1200000,38900000,161,Western,it,"The Good, the Bad and the Ugly",1966.0
7.7,7.275,660770,7750,44500000,232325503,120,"Drama, Thriller",en,Argo,2012.0
6.6,6.527,472190,7740,73000000,618638999,129,"Adventure, Action, Science Fiction",en,The Lost World: Jurassic Park,1997.0
6.2,6.183,451536,7736,195000000,1123794079,154,"Action, Science Fiction, Adventure",en,Transformers: Dark of the Moon,2011.0
6.6,6.496,501756,7728,132000000,603873119,117,"Adventure, Thriller, Science Fiction",en,War of the Worlds,2005.0
7.0,7.0,542838,7710,15000000,356830601,110,"Romance, Drama, Action",en,Top Gun,1986.0
7.5,7.297,576895,7694,32000000,147332697,94,"Thriller, Science Fiction, Mystery",en,Source Code,2011.0
7.2,7.557,451319,7692,185000000,168717425,132,"Action, Comedy, Adventure",en,The Suicide Squad,2021.0
6.9,6.737,281988,7680,90000000,886686817,94,"Animation, Comedy, Family, Adventure",en,Ice Age: Dawn of the Dinosaurs,2009.0
8.0,7.6,673624,7677,29000000,168841459,129,"Science Fiction, Thriller, Mystery",en,Twelve Monkeys,1995.0
7.3,6.86,303344,7668,175000000,966550600,106,"Family, Adventure, Drama, Fantasy",en,The Jungle Book,2016.0
6.5,6.266,232447,7664,75000000,875457937,86,"Adventure, Comedy, Animation, Family",en,The Secret Life of Pets,2016.0
7.1,7.55,479055,7662,110000000,331526598,115,"Comedy, Adventure, Science Fiction",en,Free Guy,2021.0
